,SMILES,tasks,BRICS
9503,COc1ccc(C2(c3ccc(F)c(-c4cccnc4)c3)N=C(N)N3CC(F)(F)CN=C32)cc1C,BACE,"{'[16*]c1ccc([16*])c(C)c1', '[3*]OC', '[16*]c1ccc(F)c([16*])c1', '[16*]c1cccnc1', '[13*]C1([13*])N=C(N)N2CC(F)(F)CN=C21'}"
9504,C/C=C/C1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)[C@H]([NH3+])c3ccc(O)cc3)[C@H]2SC1,ClinTox,"{'[5*]N[5*]', '[7*]CC', '[1*]C(=O)[C@@H]([8*])[NH3+]', '[7*]CC1=C(C(=O)[O-])N2C(=O)[C@@H]([15*])[C@H]2SC1', '[16*]c1ccc(O)cc1'}"
9505,CC(=O)c1ncccc1NC(=O)[C@H]1CC[C@H](N2C(=O)[C@@H]3[C@@H]4CC[C@@H](C4)[C@@H]3C2=O)CC1,Lipo,"{'[5*]N[5*]', '[15*][C@H]1CC[C@H]([15*])CC1', '[14*]c1ncccc1[16*]', '[10*]N1C(=O)[C@@H]2[C@@H]3CC[C@@H](C3)[C@@H]2C1=O', '[1*]C([6*])=O', '[6*]C(C)=O'}"
9506,CNC(=O)c1ccc(Nc2ncc(F)c(-c3cnc(C)n3C(C)C)n2)cc1,Lipo,"{'[5*]N[5*]', '[8*]C(C)C', '[14*]c1ncc(F)c([14*])n1', '[5*]NC', '[16*]c1ccc([16*])cc1', '[1*]C([6*])=O', '[9*]n1c([14*])cnc1C'}"
9507,N#Cc1cnn2c(N)cc(-c3ccccc3)nc12,Lipo,"{'[14*]c1cc(N)n2ncc(C#N)c2n1', '[16*]c1ccccc1'}"
9508,N#Cc1nc(Nc2ccccc2)c(N)c(N2CCOCC2)n1,Lipo,"{'[5*]N[5*]', '[5*]N1CCOCC1', '[14*]c1nc(C#N)nc([14*])c1N', '[16*]c1ccccc1'}"
9509,CNC(=O)c1[nH]cnc1C(=O)Nc1ccc(OC)cc1,Lipo,"{'[5*]N[5*]', '[3*]OC', '[5*]NC', '[14*]c1nc[nH]c1[14*]', '[16*]c1ccc([16*])cc1', '[1*]C([6*])=O'}"
9510,O=C(c1ccccc1)c1ccccc1,ESOL,"{'[6*]C([6*])=O', '[16*]c1ccccc1'}"
9511,C=CC1(C(C)CCC)C(=O)NC(=O)NC1=O,BBBP,"{'[8*]C(C)CCC', '[15*]C1(C=C)C(=O)NC(=O)NC1=O'}"
9512,COc1nc(Br)cnc1NS(=O)(=O)c1ccc(Cl)s1,Lipo,"{'[5*]N[5*]', '[14*]c1ncc(Br)nc1[14*]', '[12*]S(=O)(=O)c1ccc(Cl)s1', '[3*]OC'}"
9513,Nc1cccc2ccccc12,ESOL:FreeSolv,{'Nc1cccc2ccccc12'}
9514,CC(=O)OCC(=O)OCC/C(SC(=O)c1ccco1)=C(/C)N(C=O)Cc1cnc(C)nc1N,BBBP,"{'[5*]N(C=O)C([7*])C', '[1*]C(=O)C[4*]', '[4*]CCC([7*])SC([6*])=O', '[4*]C[8*]', '[3*]O[3*]', '[16*]c1cnc(C)nc1N', '[14*]c1ccco1', '[1*]C(C)=O'}"
9515,CC(=O)c1ccccc1,ESOL:FreeSolv,"{'[6*]C(C)=O', '[16*]c1ccccc1'}"
9516,NC1=[NH+][C@](c2ccc(OC(F)(F)F)cc2)(c2cccc(CCC3CC3)c2)C2=NCCCN21,BACE,"{'[16*]c1cccc([16*])c1', '[3*]OC(F)(F)F', '[8*]CC[8*]', '[16*]c1ccc([16*])cc1', '[13*]C1([13*])[NH+]=C(N)N2CCCN=C21', '[15*]C1CC1'}"
9517,CN1CCc2c1nc1ccccc1c2NC(=O)Cc1ccccc1,Lipo,"{'[5*]N[5*]', '[1*]C(=O)C[8*]', '[16*]c1ccccc1', '[16*]c1c2c(nc3ccccc13)N(C)CC2'}"
9518,COc1cccc(-c2cccc(C3(C)COCC(N)=N3)c2)c1,BACE,"{'[13*]C1(C)COCC(N)=N1', '[16*]c1cccc([16*])c1', '[3*]OC'}"
9519,CSCC[C@H](NC(C)=O)C(=O)Oc1ccc(NC(C)=O)cc1,BBBP,"{'[5*]N[5*]', '[16*]c1ccc([16*])cc1', '[1*]C(C)=O', '[11*]SC', '[3*]O[3*]', '[1*]C(=O)[C@@H]([4*])CC[4*]'}"
9520,CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1,BBBP:Lipo,"{'[5*]N[5*]', '[4*]CC([8*])O', '[16*]c1cc(O)cc(O)c1', '[4*]C(C)C[8*]', '[16*]c1ccc(O)cc1'}"
9521,C[C@H](Nc1nc(NC[C@@H](O)CO)c(Cl)c(Nc2cc(C3CC3)[nH]n2)n1)c1ccc(F)cc1,Lipo,"{'[5*]N[5*]', '[16*]c1ccc(F)cc1', '[14*]c1nc([14*])c(Cl)c([14*])n1', '[4*]C[C@@H](O)CO', '[14*]c1cc([14*])[nH]n1', '[4*][C@H]([8*])C', '[15*]C1CC1'}"
9522,CCCCCCN1CCC(C(=O)N(C)CC)(c2ccccc2)CC1,BBBP,"{'[5*]N1CCC([15*])([15*])CC1', '[4*]CC', '[4*]CCCCCC', '[5*]N([5*])C', '[1*]C([6*])=O', '[16*]c1ccccc1'}"
9523,Nc1nc(=O)c2ncn(CCC(CO)CO)c2[nH]1,BBBP:ClinTox,"{'[9*]n1cnc2c(=O)nc(N)[nH]c21', '[8*]CCC(CO)CO'}"
9524,CCCCCCCCCCCCCCOS(=O)(=O)[O-],ClinTox,"{'[4*]CCCCCCCCCCCCCC', '[3*]OS(=O)(=O)[O-]'}"
9525,Cc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)ncc2Br)n[nH]1,Lipo,"{'[5*]N[5*]', '[4*][C@H]([8*])C', '[14*]c1cc(C)[nH]n1', '[14*]c1ncc(Br)c([14*])n1', '[14*]c1ncc(F)cn1'}"
9526,C/C=C(\C)c1cccc(C2([NH2+]CC(O)C(Cc3cc(F)cc(F)c3)NC(C)=O)CCCCC2)c1,BACE,"{'[5*]N[5*]', '[7*]CC', '[16*]c1cccc([16*])c1', '[5*][NH2+][5*]', '[7*]C([8*])C', '[16*]c1cc(F)cc(F)c1', '[1*]C(C)=O', '[4*]CC(O)C([4*])C[8*]', '[4*]C1([15*])CCCCC1'}"
9527,CCCSc1nc(N2CCCCC2C(=O)O)ccc1C(=O)NC1CCCCC1,Lipo,"{'[5*]N[5*]', '[4*]CCC', '[11*]S[11*]', '[14*]c1ccc([16*])c([14*])n1', '[1*]C([6*])=O', '[15*]C1CCCCC1', '[5*]N1CCCCC1[13*]', '[6*]C(=O)O'}"
9528,CNC(=O)c1ccc(Nc2ncc(F)c(-c3cnc(C)n3C(C)C)n2)cc1F,Lipo,"{'[5*]N[5*]', '[8*]C(C)C', '[14*]c1ncc(F)c([14*])n1', '[5*]NC', '[16*]c1ccc([16*])c(F)c1', '[1*]C([6*])=O', '[9*]n1c([14*])cnc1C'}"
9529,Cc1cn([C@H]2CCCN([C@@H](CC(C)(C)C)c3ccc(C(=O)O)c(Oc4cccc(Br)c4)c3)C2)c(=O)[nH]c1=O,Lipo,"{'[5*]N1CCC[C@H]([15*])C1', '[9*]n1cc(C)c(=O)[nH]c1=O', '[3*]O[3*]', '[16*]c1cccc(Br)c1', '[16*]c1ccc([16*])c([16*])c1', '[4*][C@H]([8*])CC(C)(C)C', '[6*]C(=O)O'}"
9530,CN1C(=O)C2(CC(C)(C)Oc3ccc(-c4cncnc4)cc32)N=C1N,BACE,"{'[16*]c1ccc2c(c1)C1(CC(C)(C)O2)N=C(N)N(C)C1=O', '[16*]c1cncnc1'}"
9531,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CN4CCCC4)c3)c2s1,Lipo,"{'[5*]N[5*]', '[5*]N1CCCC1', '[16*]c1cccc([16*])c1', '[4*]C[8*]', '[16*]c1ccc(O)c2[nH]c(=O)sc12', '[4*]C[C@@H]([8*])O', '[4*]CC[8*]'}"
9532,COCCN(C)Cc1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,Lipo,"{'[5*]N[5*]', '[4*]C[8*]', '[3*]OC', '[4*]CC[4*]', '[16*]c1ccc([16*])cc1', '[5*]N([5*])C', '[16*]c1ccncc1', '[14*]c1ncc2cc([16*])ccc2n1'}"
9533,CC(C)C1=NC(C)(c2cccc(-c3cccnc3)c2)N=C1N,BACE,"{'[13*]C1(C)N=C(N)C(C(C)C)=N1', '[16*]c1cccc([16*])c1', '[16*]c1cccnc1'}"
9534,CN[C@@H](C)C(=O)N[C@H](C(=O)N1CC[C@H]2CC[C@H](NC(=O)c3cccc4ccccc34)[C@H]21)C(C)(C)C,Lipo,"{'[5*]N[5*]', '[1*]C(=O)[C@@H]([4*])C', '[5*]NC', '[5*]N1CC[C@H]2CC[C@H]([15*])[C@H]21', '[1*]C([6*])=O', '[16*]c1cccc2ccccc12', '[1*]C(=O)[C@@H]([4*])C(C)(C)C'}"
9535,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)Cc1ccccc1Cl)Cc1ccccc1Cl,ClinTox,"{'[5*]N[5*]', '[4*]CC[4*]', '[4*]C[8*]', '[1*]C(=O)C([1*])=O', '[4*]CC', '[16*]c1ccccc1Cl', '[5*][N+]([5*])([5*])[5*]'}"
9536,CS(=O)(=O)n1c2ccccc2c2cc(NC(=O)CCc3ccncc3)ccc21,Lipo,"{'[5*]N[5*]', '[16*]c1ccc2c(c1)c1ccccc1n2S(C)(=O)=O', '[16*]c1ccncc1', '[1*]C(=O)CC[8*]'}"
9537,Cc1cc(N(C)S(C)(=O)=O)ccc1-c1cc(C(F)(F)F)ccc1OCC(=O)O,Lipo,"{'[16*]c1ccc([16*])c(C)c1', '[12*]S(C)(=O)=O', '[4*]CC(=O)O', '[5*]N([5*])C', '[8*]C(F)(F)F', '[16*]c1ccc([16*])c([16*])c1', '[3*]O[3*]'}"
9538,Cc1nc(N)c2nc(O)n(Cc3ccccc3)c2n1,Lipo,"{'[8*]C[8*]', '[9*]n1c(O)nc2c(N)nc(C)nc21', '[16*]c1ccccc1'}"
9539,Cc1nn(C)c2c1N(c1ccccc1)C(=O)CC(=O)N2C,BBBP,{'Cc1nn(C)c2c1N(c1ccccc1)C(=O)CC(=O)N2C'}
9540,O=c1c(-c2ccc(F)cc2)coc2cc(O)cc(O)c12,Lipo,"{'[16*]c1ccc(F)cc1', '[16*]c1coc2cc(O)cc(O)c2c1=O'}"
9541,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,BBBP:ClinTox,"{'[4*]CC([6*])=O', '[3*]O[3*]', '[15*][C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C', '[1*]C(C)=O'}"
9542,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,BBBP:ClinTox,{'O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1'}
9543,Cc1cccc2c(C)cccc12,ESOL,{'Cc1cccc2c(C)cccc12'}
9544,CC1(C)Cc2cc(Cl)ccc2C(NC(Cc2ccccc2)c2ncc(C#N)c(=O)[nH]2)=N1,BACE,"{'[5*]NC1=NC(C)(C)Cc2cc(Cl)ccc21', '[4*]C([8*])C[8*]', '[16*]c1ccccc1', '[14*]c1ncc(C#N)c(=O)[nH]1'}"
9545,CCC(CC(=O)NC(C)C)n1c(N)nc2cc(Cl)ccc21,BACE,"{'[5*]N[5*]', '[9*]n1c(N)nc2cc(Cl)ccc21', '[4*]C(C)C', '[1*]C(=O)CC([8*])CC'}"
9546,CCn1c(-c2ccnc(Nc3ccc(C(=O)NC)cc3)n2)cnc1C,Lipo,"{'[5*]N[5*]', '[8*]CC', '[5*]NC', '[16*]c1ccc([16*])cc1', '[1*]C([6*])=O', '[9*]n1c([14*])cnc1C', '[14*]c1ccnc([14*])n1'}"
9547,CCc1ccc(CCOc2ccc(CC3SC(=O)[N-]C3=O)cc2)nc1,ClinTox,"{'[8*]CC', '[16*]c1ccc([16*])cc1', '[8*]C[8*]', '[14*]c1ccc([16*])cn1', '[13*]C1SC(=O)[N-]C1=O', '[3*]O[3*]', '[4*]CC[8*]'}"
9548,CC(COc1ccccc1)NC(C)C(O)c1ccc(O)cc1,Lipo,"{'[5*]N[5*]', '[4*]CC([4*])C', '[3*]O[3*]', '[4*]C(C)C([8*])O', '[16*]c1ccc(O)cc1', '[16*]c1ccccc1'}"
9549,CC(c1ccccc1)C(Cc1nc2ccccc2[nH]1)c1nc2ccccc2[nH]1,Lipo,"{'[8*]CC([8*])C([8*])C', '[14*]c1nc2ccccc2[nH]1', '[16*]c1ccccc1'}"
9550,COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3cccc(OC(F)(F)F)c3)ccc1O2,BACE,"{'[16*]c1ccc2c(c1)C1(COC(N)=N1)c1cc([16*])ccc1O2', '[16*]c1cccc([16*])c1', '[3*]OC', '[3*]OC(F)(F)F'}"
9551,O=S(=O)(Cc1ccccc1)NCC(c1ccccc1)N1CCCCCC1,Lipo,"{'[5*]N[5*]', '[8*]CS([12*])(=O)=O', '[16*]c1ccccc1', '[4*]CC([4*])[8*]', '[5*]N1CCCCCC1'}"
9552,CCCCNc1cc(C(=O)[O-])cc(S(N)(=O)=O)c1Oc1ccccc1,ClinTox,"{'[5*]N[5*]', '[16*]c1cc([16*])c([16*])c(S(N)(=O)=O)c1', '[4*]CCCC', '[6*]C(=O)[O-]', '[3*]O[3*]', '[16*]c1ccccc1'}"
9553,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCN(C)C,Lipo,"{'[5*]N[5*]', '[14*]c1ncnc2cc([16*])c([16*])cc12', '[3*]OC', '[4*]CC[4*]', '[5*]N(C)C', '[16*]c1ccc(F)c(Cl)c1', '[3*]O[3*]'}"
9554,O=c1[nH]cnc2[nH]ncc12,ESOL:Lipo,{'O=c1[nH]cnc2[nH]ncc12'}
9555,Cc1cc(NC(=O)Nc2ccc(Cl)cc2)n(C)n1,Lipo,"{'[1*]C([1*])=O', '[5*]N[5*]', '[16*]c1ccc(Cl)cc1', '[14*]c1cc(C)nn1C'}"
9556,CC(C)N(CCCNC(=O)Nc1ccc(C(C)(C)C)cc1)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,Lipo,"{'[5*]N[5*]', '[8*]C(C)(C)C', '[4*]C[8*]', '[9*]n1cnc2c(N)ncnc21', '[16*]c1ccc([16*])cc1', '[4*]CCC[4*]', '[1*]C([1*])=O', '[5*]N([5*])[5*]', '[13*][C@@H]1O[C@H]([13*])[C@@H](O)[C@H]1O', '[4*]C(C)C'}"
9557,N#Cc1cc(Cl)ccc1O[C@H](CCN)c1ccccc1,Lipo,"{'[4*][C@@H]([8*])CCN', '[3*]O[3*]', '[16*]c1ccc(Cl)cc1C#N', '[16*]c1ccccc1'}"
9558,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](N)C[C@@H]2N)[C@H](N)[C@@H](O)[C@@H]1O,BBBP,"{'[8*]CN', '[13*][C@H]1O[C@H]([13*])[C@@H](O)[C@H](O)[C@H]1N', '[3*]O[3*]', '[15*][C@H]1[C@H](O)[C@@H](O)[C@H](N)C[C@@H]1N'}"
9559,Cc1[nH]nc2c1N(c1ccccc1)C(=O)CC(=O)N2C,BBBP,{'Cc1[nH]nc2c1N(c1ccccc1)C(=O)CC(=O)N2C'}
9560,CC(C)(C)OC(=O)N1C[C@@H]2CC[C@H]1CN2c1ncc(OCc2ccc(S(C)(=O)=O)cc2)cn1,Lipo,"{'[14*]c1ncc([16*])cn1', '[4*]C[8*]', '[5*]N1C[C@@H]2CC[C@H]1CN2[5*]', '[16*]c1ccc(S(C)(=O)=O)cc1', '[1*]C([1*])=O', '[4*]C(C)(C)C', '[3*]O[3*]'}"
9561,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1[N+]1(C)CCCCC1,ClinTox,"{'[3*]O[3*]', '[5*][N+]1(C)CCCCC1', '[1*]C(C)=O', '[15*][C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@]4(C)[C@@H]([15*])[C@@H]([15*])C[C@@H]34)[C@@]2(C)C[C@@H]1[15*]'}"
9562,CC(C)(C)c1cccc(C[NH2+]C2CS(=O)(=O)CC(Cc3cc(F)c(N)c(Br)c3)C2O)c1,BACE,"{'[16*]c1cccc([16*])c1', '[4*]C[8*]', '[5*][NH2+][5*]', '[15*]C1CS(=O)(=O)CC([15*])C1O', '[8*]C[8*]', '[16*]c1cc(F)c(N)c(Br)c1', '[8*]C(C)(C)C'}"
9563,CC[C@H](NC(=O)c1c(S(C)(=O)=O)c(-c2ccccc2)nc2ccccc12)c1ccccc1,Lipo,"{'[5*]N[5*]', '[14*]c1nc2ccccc2c([16*])c1S(C)(=O)=O', '[1*]C([6*])=O', '[4*][C@H]([8*])CC', '[16*]c1ccccc1'}"
9564,CCCCOc1ccc(C(=O)CCN2CCCCC2)cc1.[Cl],BBBP,"{'[16*]c1ccc([16*])cc1', '[4*]CCCC', '[4*]CCC([6*])=O', '[3*]O[3*]', '[5*]N1CCCCC1'}"
9565,CC1(C)O[C@@H]2C[C@H]3C4CCC5CC(=O)CCC5(C)[C@@]4(F)[C@@H](O)CC3(C)[C@]2(C(=O)CO)O1,BBBP,"{'[15*][C@@]12OC(C)(C)O[C@@H]1C[C@H]1C3CCC4CC(=O)CCC4(C)[C@@]3(F)[C@@H](O)CC12C', '[6*]C(=O)CO', '[13*][C@@]12OC(C)(C)O[C@@H]1C[C@H]1C3CCC4CC(=O)CCC4(C)[C@@]3(F)[C@@H](O)CC12C'}"
9566,CCC(=O)O[C@H]1[C@H](C)O[C@@H](O[C@@H]2C(C)C(=O)O[C@H](C)[C@H](C)[C@H](OC(=O)CC)[C@@H](C)C(=O)[C@]3(CO3)CC(C)[C@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3O)[C@H]2C)C[C@@H]1OC,BBBP,"{'[15*][C@H]1[C@@H](C)[C@@H](C)OC(=O)C(C)[C@@H]([15*])[C@H](C)[C@@H]([15*])C(C)C[C@@]2(CO2)C(=O)[C@@H]1C', '[3*]OC', '[13*][C@H]1C[C@H]([15*])[C@@H]([15*])[C@H](C)O1', '[13*][C@@H]1O[C@H](C)C[C@H]([15*])[C@H]1O', '[1*]C(=O)CC', '[5*]N(C)C', '[3*]O[3*]'}"
9567,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,ClinTox,{'O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1'}
9568,C[C@@H](Cc1ccccc1)NC(=O)[C@@H]([NH3+])CCCC[NH3+],ClinTox,"{'[5*]N[5*]', '[1*]C(=O)[C@@H]([NH3+])CCCC[NH3+]', '[4*][C@@H](C)C[8*]', '[16*]c1ccccc1'}"
9569,C[NH2+]CCCC1c2ccccc2C=Cc2ccccc21,ClinTox,"{'[4*]CCCC1c2ccccc2C=Cc2ccccc21', '[5*][NH2+]C'}"
9570,C[C@]12C=CC(=O)C=C1[C@@H](F)C[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,BBBP:ClinTox,"{'[6*]C(=O)CO', '[15*][C@@]1(O)CC[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C'}"
9571,O=C(Nc1nnc(C(=O)Nc2ccc(N3CCOCC3)cc2)o1)c1ccc(Cl)cc1,Lipo,"{'[5*]N[5*]', '[14*]c1nnc([14*])o1', '[16*]c1ccc([16*])cc1', '[16*]c1ccc(Cl)cc1', '[5*]N1CCOCC1', '[1*]C([6*])=O'}"
9572,ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,ESOL,{'ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1'}
9573,CN(CCc1cc2cccc3c2n1-c1ccccc1CC3)Cc1ccccc1,BBBP,"{'[4*]C[8*]', '[5*]N([5*])C', '[14*]c1cc2cccc3c2n1-c1ccccc1CC3', '[4*]CC[8*]', '[16*]c1ccccc1'}"
9574,C=C1C[C@@H]2CC[C@@]34C[C@H]5O[C@H]6[C@@H](O3)[C@H]3O[C@H](CC[C@@H]3O[C@H]6[C@H]5O4)CC(=O)C[C@@H]3[C@@H](OC)[C@@H](C[C@H](O)CN)O[C@H]3C[C@H]3O[C@@H](CC[C@@H]1O2)C[C@@H](C)C3=C,ClinTox,"{'[3*]OC', '[8*]C[C@H](O)CN', '[13*][C@H]1O[C@H]2C[C@H]3O[C@@H](CC[C@@H]4O[C@@H](CC[C@@]56C[C@H]7O[C@H]8[C@@H](O5)[C@H]5O[C@H](CC[C@@H]5O[C@H]8[C@H]7O6)CC(=O)C[C@@H]2[C@H]1[15*])CC4=C)C[C@@H](C)C3=C'}"
9575,COCCO,ClinTox:FreeSolv,"{'[3*]OC', '[4*]CCO'}"
9576,CCOC(=O)CC,ESOL:FreeSolv,"{'[4*]CC', '[3*]O[3*]', '[1*]C(=O)CC'}"
9577,COc1cc(OC)c(S(=O)(=O)N2c3ccccc3Oc3ccccc32)cc1NC(=O)CCC(=O)O,Lipo,"{'[1*]C(=O)CCC(=O)O', '[5*]N[5*]', '[3*]OC', '[5*]N1c2ccccc2Oc2ccccc21', '[12*]S(=O)(=O)c1cc([16*])c([16*])cc1[16*]'}"
9578,Clc1ccccc1-c1ccccc1Cl,ESOL,{'[16*]c1ccccc1Cl'}
9579,CC(=O)Nc1cccc2c1c(S(=O)(=O)c1ccc(Cl)cc1)c(C)n2CC(=O)O,Lipo,"{'[5*]N[5*]', '[9*]n1c(C)c(S(=O)(=O)c2ccc(Cl)cc2)c2c([16*])cccc21', '[8*]CC(=O)O', '[1*]C(C)=O'}"
9580,CN1CCN(c2cc3c(Nc4ccc(F)cc4F)c(C(N)=O)cnc3cc2F)CC1,Lipo,"{'[5*]N[5*]', '[6*]C(N)=O', '[16*]c1cc2c([16*])c([16*])cnc2cc1F', '[5*]N1CCN(C)CC1', '[16*]c1ccc(F)cc1F'}"
9581,C[C@H](/C=C/[C@H](C)C(C)(C)O)[C@H]1CC[C@H]2/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)CCC[C@]12C,ClinTox,"{'[7*]C[C@H]([8*])C', '[7*]C1CCC[C@]2(C)[C@@H]([15*])CC[C@@H]12', '[7*]C[C@H](C)C(C)(C)O', '[7*]CC[7*]', '[7*]C1C[C@@H](O)C[C@H](O)C1'}"
9582,O=C1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,ClinTox,"{'[8*]CO', '[13*][C@H]1OC(=O)[C@H](O)[C@@H](O)[C@@H]1O'}"
9583,O=C(NCc1ccccc1Cl)c1ccccc1Oc1ccccc1,Lipo,"{'[5*]N[5*]', '[16*]c1ccccc1[16*]', '[4*]C[8*]', '[16*]c1ccccc1Cl', '[1*]C([6*])=O', '[3*]O[3*]', '[16*]c1ccccc1'}"
9584,Cc1ncc(COP(=O)([O-])[O-])c(CN(CC[NH+](CC(=O)[O-])Cc2c(COP(=O)([O-])[O-])cnc(C)c2O)CC(=O)[O-])c1O,ClinTox,"{'[4*]CC[4*]', '[4*]C[8*]', '[16*]c1cnc(C)c(O)c1[16*]', '[5*]N([5*])[5*]', '[3*]OP(=O)([O-])[O-]', '[4*]CC(=O)[O-]', '[5*][NH+]([5*])[5*]'}"
9585,COc1cc(Nc2cc(Nc3c(Cl)ccc4c3OCO4)ncn2)cc(OC)c1OC,Lipo,"{'[5*]N[5*]', '[3*]OC', '[16*]c1c(Cl)ccc2c1OCO2', '[14*]c1cc([14*])ncn1', '[16*]c1cc([16*])c([16*])c([16*])c1'}"
9586,C#CC1(OC(C)=O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,ESOL,"{'[4*]C1(C#C)CCC2C3CCC4=CC(=O)CCC4C3CCC21C', '[15*]C1(C#C)CCC2C3CCC4=CC(=O)CCC4C3CCC21C', '[3*]O[3*]', '[1*]C(C)=O'}"
9587,Cc1nc2c(C#N)cnn2c(O)c1Cc1ccccc1,Lipo,"{'[16*]c1c(C)nc2c(C#N)cnn2c1O', '[8*]C[8*]', '[16*]c1ccccc1'}"
9588,Cn1c(CN2CCN(c3ccc(Cl)cc3)CC2)nc2ccccc21,Lipo,"{'[14*]c1nc2ccccc2n1C', '[4*]C[8*]', '[16*]c1ccc(Cl)cc1', '[5*]N1CCN([5*])CC1'}"
9589,COCCCNc1nc(NC(C)C)nc(SC)n1,ESOL,"{'[5*]N[5*]', '[3*]OC', '[11*]SC', '[4*]CCC[4*]', '[4*]C(C)C', '[14*]c1nc([14*])nc([14*])n1'}"
9590,CCN(Cc1ccncc1)C(=O)C(CO)c1ccccc1,ClinTox,"{'[5*]N([5*])[5*]', '[4*]C[8*]', '[4*]CC', '[1*]C(=O)C([8*])CO', '[16*]c1ccncc1', '[16*]c1ccccc1'}"
9591,O=C(c1ccc(C(=C2CCN(Cc3cscn3)CC2)c2cccc3cccnc23)cc1)N1CCOCC1,Lipo,"{'[4*]C[8*]', '[14*]c1cscn1', '[16*]c1ccc([16*])cc1', '[5*]N1CCC([7*])CC1', '[5*]N1CCOCC1', '[1*]C([6*])=O', '[16*]c1cccc2cccnc12', '[7*]C([8*])[8*]'}"
9592,CCc1c(O)c(=O)ccn1CCCCO,BBBP,"{'[8*]CCCCO', '[8*]CC', '[9*]n1ccc(=O)c(O)c1[14*]'}"
9593,Cc1cc(C2(c3cccc(-c4cncnc4)c3)N=C(N)c3c(F)cccc32)cn(C)c1=O,BACE,"{'[16*]c1cccc(C2(c3cc(C)c(=O)n(C)c3)N=C(N)c3c(F)cccc32)c1', '[16*]c1cncnc1'}"
9594,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccccc2OC)C1)C(C)(C)C,Lipo,"{'[5*]N[5*]', '[1*]C(=O)[C@@H]([4*])C', '[5*]N1CCC[C@H]([15*])C1', '[3*]OC', '[16*]c1ccccc1[16*]', '[4*]CC[8*]', '[5*]NC', '[1*]C(=O)[C@@H]([4*])C(C)(C)C'}"
9595,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)[O-])cc1,ClinTox,"{'[16*]c1ccccc1[16*]', '[9*]n1c([14*])nc2c(C)cc([16*])cc21', '[16*]c1ccc([16*])cc1', '[8*]C[8*]', '[8*]CCC', '[14*]c1nc2ccccc2n1C', '[6*]C(=O)[O-]'}"
9596,C#CC[NH+](C)Cc1ccccc1,ClinTox,"{'[4*]C[8*]', '[5*][NH+]([5*])C', '[16*]c1ccccc1', '[4*]CC#C'}"
9597,O=C(CN1CCOCC1)Nc1ccc(-c2cccc3c(=O)cc(N4CCOCC4)oc23)cc1OCC1CC1,Lipo,"{'[5*]N[5*]', '[4*]C[8*]', '[1*]C(=O)C[4*]', '[14*]c1cc(=O)c2cccc([16*])c2o1', '[15*]C1CC1', '[3*]O[3*]', '[16*]c1ccc([16*])c([16*])c1', '[5*]N1CCOCC1'}"
9598,CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,BBBP:ClinTox,{'CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21'}
